Equipment type,AREA,REGION,CLUSTER,IMG SubReg,agfa_wasquotedcreatedname,agfa_maintypecodename,FC category sort,IMG SubReg_1,agfa_weightedamountexcludingsma_base,destination
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3426.7,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3960.0,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,96053.71,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2326.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4442.53,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,70873.11,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,25631.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,82606.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,25829.570000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,950.04,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2326.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1510.02,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,33295.93,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,594.89,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,119268.43000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,430.22,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1787.73,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,43412.46,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1947.35,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,133630.07,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,12698.460000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4387.64,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,422861.51,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,251305.31000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,8071.740000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3995.51,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,11300.43,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1977.58,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,5246.63,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,28385.08,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4205.39,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,20114.77,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1102.76,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,25829.570000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,13947.14,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,176699.68,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,13612.179999999998,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3830.8499999999995,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2744.39,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2905.83,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,759.39,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2420.71,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,0.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,13730.03,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,962.56,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,46681.29,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1898.38,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,807.17,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,17192.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,55889.159999999996,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1249.63,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,57837.73,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1898.47,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,89596.31,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,27770.420000000002,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,5872.1900000000005,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,161.43,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2077.54,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,12107.61,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,877.52,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1291.48,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,53141.340000000004,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1062.75,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,787.0,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,199576.2,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,775.29,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2027.62,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,5614.7,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,0.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,5666.37,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,145291.32,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,16476.85,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3985.92,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,30672.61,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2325.47,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,104529.03,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1301.57,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,145291.32,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,123816.45000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,242152.19999999998,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,607.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,8511.65,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,364.84,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1878.29,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,13721.96,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,887.89,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2028.02,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,10750.26,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1455.65,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,962.56,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,34413.06,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2005.02,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4197.3,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,5056.37,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,10049.32,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,197818.97,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1852.63,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,368.89,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,72645.66,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,887.89,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,19170.39,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1526.53,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,38616.82,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,798.51,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2384.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,484.31,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4173.089999999999,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,10485.19,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,438.77,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,483.01,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,42312.06,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,25829.570000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,72645.66,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2260.09,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,37856.46,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4520.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,90.24,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4035.8700000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3167.3500000000004,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,18565.01,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,7803.75,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,827.19,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4350.67,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,109705.43000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,871.75,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1977.58,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,766.82,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1331.84,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3961.4,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2027.62,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,24215.22,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,64475.44,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,67927.73,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,94627.43000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2138.67,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4866.45,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,984.75,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,0.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,9180.019999999999,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,28620.38,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2768.61,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,56502.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,138539.01,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,0.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,31965.24,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,738.57,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,52272.58,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,37608.75,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4843.04,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3228.7,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,31475.760000000002,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,20792.8,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,56502.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1354.03,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,16668.149999999998,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,8071.740000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,499.71,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3186.72,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3995.51,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1036.45,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,63645.67,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,6376.68,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,164563.41,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2326.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,9322.86,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,4219.910000000001,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,80876.25,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,118297.81,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,2421.53,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,47148.189999999995,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,61244.31999999999,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,23408.039999999997,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,88789.14,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,47034.02,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,19210.739999999998,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,12254.51,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,51659.13,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,485.21,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,112439.35999999999,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1977.58,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,19404.46,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3254.5299999999997,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,1761.37,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,27161.410000000003,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,42575.37,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3551.56,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,3793.72,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,16602.6,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,26665.309999999998,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,13721.96,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,738.19,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,56502.18,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,524.67,UNITED STATES OF AMERICA
Retrofit and Other,USA,NORTH AMERICA,NORTH AMERICA,USA,Yes,Expand existing business,1,USA,21377.39,UNITED STATES OF AMERICA
