cr57c_accountid,cr57c_address2_country,cr57c_agfa_saprecordid
D51AD6AB-F61E-EE11-9967-000D3A680C8A,Italy,
281AD6AB-F61E-EE11-9967-000D3A680C8A,Italy,
95E2B892-F61E-EE11-9966-000D3AB11D4F,Italy,
0C77C89E-F61E-EE11-9966-000D3AB11D4F,Italy,
5F76C89E-F61E-EE11-9966-000D3AB11D4F,Italy,
14D6D3A4-F61E-EE11-9966-000D3AB11D4F,Italy,
4221CCAA-F61E-EE11-9966-000D3AB11D4F,Italy,
4E21CCAA-F61E-EE11-9966-000D3AB11D4F,Italy,
8C2FC9B0-F61E-EE11-9966-000D3AB11D4F,Italy,
B64AD94F-F61E-EE11-9966-000D3AB5E4BE,Italy,
A358518E-F61E-EE11-9966-000D3AB5E4BE,Italy,
4959518E-F61E-EE11-9966-000D3AB5E4BE,Italy,
8F83449A-F61E-EE11-9966-000D3AB5E4BE,Italy,
AB9147B2-F61E-EE11-9966-000D3AB5E4BE,Italy,
B29147B2-F61E-EE11-9966-000D3AB5E4BE,Italy,
7F03F19D-F61E-EE11-9966-000D3ADA93B4,Italy,
3C5EE9A3-F61E-EE11-9966-000D3ADA93B4,Italy,
ACCC13AA-F61E-EE11-9966-000D3ADA93B4,Italy,
14CD13AA-F61E-EE11-9966-000D3ADA93B4,Italy,
E1260CB0-F61E-EE11-9966-000D3ADA93B4,Italy,
17DDCF8E-F61E-EE11-9966-000D3ADF3545,Italy,
00DECF8E-F61E-EE11-9966-000D3ADF3545,Italy,
20DBE494-F61E-EE11-9966-000D3ADF3545,Italy,
EC96D5A0-F61E-EE11-9966-000D3ADF3545,Italy,
E2E3CDA6-F61E-EE11-9966-000D3ADF3545,Italy,
55E4CDA6-F61E-EE11-9966-000D3ADF3545,Italy,
D935C6AC-F61E-EE11-9966-000D3ADF3545,Italy,
DC8B7E93-F61E-EE11-9966-0022489D9FCF,Italy,
13AB419A-F61E-EE11-9966-0022489D9FCF,Italy,
A00D3AA0-F61E-EE11-9966-0022489D9FCF,Italy,
916F32A6-F61E-EE11-9966-0022489D9FCF,Italy,
990D3AA0-F61E-EE11-9966-0022489D9FCF,Italy,
C85FB892-F61E-EE11-9966-0022489FD093,Italy,
4318B9A4-F61E-EE11-9966-0022489FD093,Italy,
6018B9A4-F61E-EE11-9966-0022489FD093,Italy,
D272AEB0-F61E-EE11-9966-0022489FD093,Italy,
45F3C61D-62CD-ED11-B597-0022489FD093,Italy,
08BC48D5-F7DE-EF11-8EEA-0022489FD5C9,Italy,
36BE48D5-F7DE-EF11-8EEA-0022489FD5C9,Italy,
B9BE48D5-F7DE-EF11-8EEA-0022489FD5C9,Italy,
BFC448D5-F7DE-EF11-8EEA-0022489FD5C9,Italy,
E0B53490-F61E-EE11-9967-0022489FD80B,Italy,
9DB63490-F61E-EE11-9967-0022489FD80B,Italy,
7C0D2D96-F61E-EE11-9967-0022489FD80B,Italy,
8F0D2D96-F61E-EE11-9967-0022489FD80B,Italy,
C03F62A8-F61E-EE11-9967-0022489FD80B,Italy,
4F4062A8-F61E-EE11-9967-0022489FD80B,Italy,
B2266EA8-F61E-EE11-9966-0022489FD9A7,Italy,
B653308E-F61E-EE11-9966-0022489FDDCE,Italy,
75F854A0-F61E-EE11-9966-0022489FDDCE,Italy,
A9F854A0-F61E-EE11-9966-0022489FDDCE,Italy,
87F954A0-F61E-EE11-9966-0022489FDDCE,Italy,
79F954A0-F61E-EE11-9966-0022489FDDCE,Italy,
43434DA6-F61E-EE11-9966-0022489FDDCE,Italy,
2B524AAC-F61E-EE11-9966-0022489FDDCE,Italy,
5A7BE693-F61E-EE11-9966-0022489FDDEE,Italy,
15F4E599-F61E-EE11-9966-0022489FDDEE,Italy,
2DF4E599-F61E-EE11-9966-0022489FDDEE,Italy,
A4A4E09F-F61E-EE11-9966-0022489FDDEE,Italy,
3758DBA5-F61E-EE11-9966-0022489FDDEE,Italy,
9459CEB1-F61E-EE11-9966-0022489FDDEE,Italy,
EC9C7A92-F61E-EE11-9966-0022489FDE79,Italy,
E0B2DAA4-F61E-EE11-9966-0022489FDE79,Italy,
F45ED5AA-F61E-EE11-9966-0022489FDE79,Italy,
105FD5AA-F61E-EE11-9966-0022489FDE79,Italy,
165FD5AA-F61E-EE11-9966-0022489FDE79,Italy,
9F3C5D8B-F61E-EE11-9966-002248A03D2C,Italy,
8A3C5D8B-F61E-EE11-9966-002248A03D2C,Italy,
CA3C5D8B-F61E-EE11-9966-002248A03D2C,Italy,
D7945591-F61E-EE11-9966-002248A03D2C,Italy,
F8955591-F61E-EE11-9966-002248A03D2C,Italy,
29A5489D-F61E-EE11-9966-002248A03D2C,Italy,
51A5489D-F61E-EE11-9966-002248A03D2C,Italy,
45A5489D-F61E-EE11-9966-002248A03D2C,Italy,
7BA5489D-F61E-EE11-9966-002248A03D2C,Italy,
F9A5489D-F61E-EE11-9966-002248A03D2C,Italy,
02824AA3-F61E-EE11-9966-002248A03D2C,Italy,
2F824AA3-F61E-EE11-9966-002248A03D2C,Italy,
3FD742A9-F61E-EE11-9966-002248A03D2C,Italy,
032E3BAF-F61E-EE11-9966-002248A03D2C,Italy,
F5A47061-C0A5-EF11-B8E9-7C1E5235786D,Italy,
D2589932-36F8-F011-8406-7C1E52FCF679,Italy,
216C90DE-E4FC-F011-8407-7C1E52FCFCC8,Italy,
2B21F1FC-A0CB-F011-BBD2-7C1E52766624,Italy,
4E75ACCC-36F8-F011-8406-7C1E52FCF679,Italy,
82D48D2E-380E-F111-8406-7CED8D752522,Italy,
BAFDD03B-6606-F111-8407-0022489C54A6,Italy,
75AE9883-DA36-F011-8C4D-7C1E5236E657,Spain,
53E33DED-1C07-F111-8407-7C1E52364BF2,Spain,
273432E3-9E93-F011-B4CC-002248A0B6DF,Spain,
E707024B-A793-F011-B4CC-002248A0B6DF,Spain,
5F6241FD-F61E-EE11-9967-000D3A680C8A,Spain,
8F6241FD-F61E-EE11-9967-000D3A680C8A,Spain,
0C1A4509-F71E-EE11-9967-000D3A680C8A,Spain,
651A4509-F71E-EE11-9967-000D3A680C8A,Spain,
491A4509-F71E-EE11-9967-000D3A680C8A,Spain,
5397C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
7D97C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
35E3BCF9-F61E-EE11-9966-000D3AB11D4F,Spain,
66E3BCF9-F61E-EE11-9966-000D3AB11D4F,Spain,
DFC14994-F61E-EE11-9966-000D3AB5E4BE,Spain,
E4C14994-F61E-EE11-9966-000D3AB5E4BE,Spain,
4E82449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
7AFDAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
AB5BA8FA-F61E-EE11-9966-000D3AB5E4BE,Spain,
965BA8FA-F61E-EE11-9966-000D3AB5E4BE,Spain,
89FCAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
BB5BA8FA-F61E-EE11-9966-000D3AB5E4BE,Spain,
EB45AA00-F71E-EE11-9966-000D3AB5E4BE,Spain,
C62EAC06-F71E-EE11-9966-000D3AB5E4BE,Spain,
479C544D-F61E-EE11-9966-000D3ADA93B4,Spain,
729CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
650EB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
1E6AA8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
2069A8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
3C0FB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
A76AA8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
6E69A8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
CCF8B004-F71E-EE11-9966-000D3ADA93B4,Spain,
1BFAB004-F71E-EE11-9966-000D3ADA93B4,Spain,
0945DD9A-F61E-EE11-9966-000D3ADF3545,Spain,
0245DD9A-F61E-EE11-9966-000D3ADF3545,Spain,
5F59D8F6-F61E-EE11-9966-000D3ADF3545,Spain,
EA88F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
6089F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
5189F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
2D8AF3FD-F61E-EE11-9966-000D3ADF3545,Spain,
C2D8EB03-F71E-EE11-9966-000D3ADF3545,Spain,
348AF3FD-F61E-EE11-9966-000D3ADF3545,Spain,
D1D8EB03-F71E-EE11-9966-000D3ADF3545,Spain,
E207DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
6BFBDCFC-F61E-EE11-9966-0022489D9FCF,Spain,
3C8D4209-F71E-EE11-9966-0022489D9FCF,Spain,
8B8D4209-F71E-EE11-9966-0022489D9FCF,Spain,
EE8D4209-F71E-EE11-9966-0022489D9FCF,Spain,
5AAA9662-F61E-EE11-9966-0022489FD093,Spain,
F4C2C398-F61E-EE11-9966-0022489FD093,Spain,
ECC3C398-F61E-EE11-9966-0022489FD093,Spain,
594795F2-F61E-EE11-9966-0022489FD093,Spain,
08A18AFE-F61E-EE11-9966-0022489FD093,Spain,
13F58FF8-F61E-EE11-9966-0022489FD093,Spain,
68A18AFE-F61E-EE11-9966-0022489FD093,Spain,
F8EB8204-F71E-EE11-9966-0022489FD093,Spain,
B3F3C61D-62CD-ED11-B597-0022489FD093,Spain,
67C748D5-F7DE-EF11-8EEA-0022489FD5C9,Spain,
5E9B18F0-F61E-EE11-9967-0022489FD623,Spain,
6F942AFC-F61E-EE11-9967-0022489FD623,Spain,
76942AFC-F61E-EE11-9967-0022489FD623,Spain,
7AE12202-F71E-EE11-9967-0022489FD623,Spain,
64E12202-F71E-EE11-9967-0022489FD623,Spain,
92E12202-F71E-EE11-9967-0022489FD623,Spain,
2D0E2D96-F61E-EE11-9967-0022489FD80B,Spain,
83A967F8-F61E-EE11-9967-0022489FD80B,Spain,
75A967F8-F61E-EE11-9967-0022489FD80B,Spain,
C4EA76FF-F61E-EE11-9967-0022489FD80B,Spain,
E9EA76FF-F61E-EE11-9967-0022489FD80B,Spain,
71ABA305-F71E-EE11-9967-0022489FD80B,Spain,
8BABA305-F71E-EE11-9967-0022489FD80B,Spain,
2416CEF8-F61E-EE11-9966-0022489FD9A7,Spain,
AA16CEF8-F61E-EE11-9966-0022489FD9A7,Spain,
86EAD804-F71E-EE11-9966-0022489FD9A7,Spain,
EDEAD804-F71E-EE11-9966-0022489FD9A7,Spain,
48955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
E1955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
6F744EF8-F61E-EE11-9966-0022489FDDCE,Spain,
C8744EF8-F61E-EE11-9966-0022489FDDCE,Spain,
3FD159FE-F61E-EE11-9966-0022489FDDCE,Spain,
28D259FE-F61E-EE11-9966-0022489FDDCE,Spain,
57D259FE-F61E-EE11-9966-0022489FDDCE,Spain,
49D259FE-F61E-EE11-9966-0022489FDDCE,Spain,
06075E04-F71E-EE11-9966-0022489FDDCE,Spain,
FCF1E599-F61E-EE11-9966-0022489FDDEE,Spain,
C3BEA5F8-F61E-EE11-9966-0022489FDE79,Spain,
B0BFA5F8-F61E-EE11-9966-0022489FDE79,Spain,
F7099EFE-F61E-EE11-9966-0022489FDE79,Spain,
E0B3A10A-F71E-EE11-9966-0022489FDE79,Spain,
0FC1A5F8-F61E-EE11-9966-0022489FDE79,Spain,
E6DA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
0DDB8FFC-F61E-EE11-9966-002248A03D2C,Spain,
B62B8802-F71E-EE11-9966-002248A03D2C,Spain,
49DE8208-F71E-EE11-9966-002248A03D2C,Spain,
4A2C8802-F71E-EE11-9966-002248A03D2C,Spain,
67DE8208-F71E-EE11-9966-002248A03D2C,Spain,
F91C6DCF-CE6E-F011-B4CC-7C1E528769F9,Spain,
1EE360A1-EE91-EF11-8A6A-000D3A6519BD,Spain,
2039D893-F61E-EE11-9967-000D3A680C8A,Spain,
B952D599-F61E-EE11-9967-000D3A680C8A,Spain,
BC1049F7-F61E-EE11-9967-000D3A680C8A,Spain,
08C050F1-F61E-EE11-9967-000D3A680C8A,Spain,
201A4509-F71E-EE11-9967-000D3A680C8A,Spain,
3A5E0C68-51D6-EE11-9078-000D3A698CCF,Spain,
3E97C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
D697C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
81E2BCF9-F61E-EE11-9966-000D3AB11D4F,Spain,
E9E2BCF9-F61E-EE11-9966-000D3AB11D4F,Spain,
3D82449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
B482449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
B7FCAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
D8FCAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
8BFDAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
9D5BA8FA-F61E-EE11-9966-000D3AB5E4BE,Spain,
5D45AA00-F71E-EE11-9966-000D3AB5E4BE,Spain,
4A52A90C-F71E-EE11-9966-000D3AB5E4BE,Spain,
4787EF6B-F61E-EE11-9966-000D3ADA93B4,Spain,
399CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
989CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
E69CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
9502F19D-F61E-EE11-9966-000D3ADA93B4,Spain,
CF0DB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
7F0EB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
C60FB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
9369A8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
DB69A8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
53F8B004-F71E-EE11-9966-000D3ADA93B4,Spain,
F544DD9A-F61E-EE11-9966-000D3ADF3545,Spain,
8E88F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
2289F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
5689F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
3A8AF3FD-F61E-EE11-9966-000D3ADF3545,Spain,
9C89F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
FC87E609-F71E-EE11-9966-000D3ADF3545,Spain,
B407DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
9408DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
64FBDCFC-F61E-EE11-9966-0022489D9FCF,Spain,
ED45E102-F71E-EE11-9966-0022489D9FCF,Spain,
A48D4209-F71E-EE11-9966-0022489D9FCF,Spain,
C3C2C398-F61E-EE11-9966-0022489FD093,Spain,
22C3C398-F61E-EE11-9966-0022489FD093,Spain,
37F58FF8-F61E-EE11-9966-0022489FD093,Spain,
A7F58FF8-F61E-EE11-9966-0022489FD093,Spain,
E3F48FF8-F61E-EE11-9966-0022489FD093,Spain,
D5EB8204-F71E-EE11-9966-0022489FD093,Spain,
F0BB48D5-F7DE-EF11-8EEA-0022489FD5C9,Spain,
83942AFC-F61E-EE11-9967-0022489FD623,Spain,
D1942AFC-F61E-EE11-9967-0022489FD623,Spain,
4B952AFC-F61E-EE11-9967-0022489FD623,Spain,
5989FAF1-F61E-EE11-9967-0022489FD80B,Spain,
D9EA76FF-F61E-EE11-9967-0022489FD80B,Spain,
B0EA76FF-F61E-EE11-9967-0022489FD80B,Spain,
80ABA305-F71E-EE11-9967-0022489FD80B,Spain,
DFEA76FF-F61E-EE11-9967-0022489FD80B,Spain,
71C7D5F2-F61E-EE11-9966-0022489FD9A7,Spain,
9BC7D5F2-F61E-EE11-9966-0022489FD9A7,Spain,
E816CEF8-F61E-EE11-9966-0022489FD9A7,Spain,
8063C6FE-F61E-EE11-9966-0022489FD9A7,Spain,
9AEAD804-F71E-EE11-9966-0022489FD9A7,Spain,
69955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
A7E0EAF1-F61E-EE11-9966-0022489FDDCE,Spain,
D2E0EAF1-F61E-EE11-9966-0022489FDDCE,Spain,
E5E0EAF1-F61E-EE11-9966-0022489FDDCE,Spain,
EA744EF8-F61E-EE11-9966-0022489FDDCE,Spain,
40D159FE-F61E-EE11-9966-0022489FDDCE,Spain,
2F754EF8-F61E-EE11-9966-0022489FDDCE,Spain,
1A075E04-F71E-EE11-9966-0022489FDDCE,Spain,
82F2E599-F61E-EE11-9966-0022489FDDEE,Spain,
D8F2E599-F61E-EE11-9966-0022489FDDEE,Spain,
A0F2E599-F61E-EE11-9966-0022489FDDEE,Spain,
8BF3E599-F61E-EE11-9966-0022489FDDEE,Spain,
5CBEB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
1FBFB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
26BFB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
AFDA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
62DA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
DBDA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
2F2C8802-F71E-EE11-9966-002248A03D2C,Spain,
132C8802-F71E-EE11-9966-002248A03D2C,Spain,
6815E6DA-1B9A-F011-B4CC-000D3A69F85B,Spain,
827C67A9-DE83-F011-B4CC-7C1E528769F9,Spain,
AD8E70B2-223A-F011-B4CB-7C1E5236E657,Spain,
E2401E4A-DE04-F011-BAE3-7C1E52FB54FC,Spain,
2639D893-F61E-EE11-9967-000D3A680C8A,Spain,
DF1049F7-F61E-EE11-9967-000D3A680C8A,Spain,
016241FD-F61E-EE11-9967-000D3A680C8A,Spain,
F41049F7-F61E-EE11-9967-000D3A680C8A,Spain,
3CC64C03-F71E-EE11-9967-000D3A680C8A,Spain,
7E1A4509-F71E-EE11-9967-000D3A680C8A,Spain,
EB09B805-F71E-EE11-9966-000D3AB11D4F,Spain,
E49FE2E2-61CD-ED11-B596-000D3AB11D4F,Spain,
2482449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
3782449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
AA2EAC06-F71E-EE11-9966-000D3AB5E4BE,Spain,
56D99018-E195-EF11-8A6A-000D3ABA6182,Spain,
849CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
B39CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
109DE597-F61E-EE11-9966-000D3ADA93B4,Spain,
1E0FB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
6369A8F8-F61E-EE11-9966-000D3ADA93B4,Spain,
ACF8B004-F71E-EE11-9966-000D3ADA93B4,Spain,
BFF9B004-F71E-EE11-9966-000D3ADA93B4,Spain,
78E5371F-62CD-ED11-B597-000D3ADA93B4,Spain,
5059D8F6-F61E-EE11-9966-000D3ADF3545,Spain,
7159D8F6-F61E-EE11-9966-000D3ADF3545,Spain,
7F59D8F6-F61E-EE11-9966-000D3ADF3545,Spain,
BF88F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
7B89F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
C689F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
0A8AF3FD-F61E-EE11-9966-000D3ADF3545,Spain,
FC07DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
3EFBDCFC-F61E-EE11-9966-0022489D9FCF,Spain,
0846E102-F71E-EE11-9966-0022489D9FCF,Spain,
2C46E102-F71E-EE11-9966-0022489D9FCF,Spain,
F445E102-F71E-EE11-9966-0022489D9FCF,Spain,
F78C4209-F71E-EE11-9966-0022489D9FCF,Spain,
1F8D4209-F71E-EE11-9966-0022489D9FCF,Spain,
6BF58FF8-F61E-EE11-9966-0022489FD093,Spain,
3FA18AFE-F61E-EE11-9966-0022489FD093,Spain,
27102D96-F61E-EE11-9967-0022489FD80B,Spain,
21102D96-F61E-EE11-9967-0022489FD80B,Spain,
0E102D96-F61E-EE11-9967-0022489FD80B,Spain,
445B259C-F61E-EE11-9967-0022489FD80B,Spain,
7489FAF1-F61E-EE11-9967-0022489FD80B,Spain,
6CA967F8-F61E-EE11-9967-0022489FD80B,Spain,
DE89FAF1-F61E-EE11-9967-0022489FD80B,Spain,
45ABA305-F71E-EE11-9967-0022489FD80B,Spain,
BCABA305-F71E-EE11-9967-0022489FD80B,Spain,
9CABA305-F71E-EE11-9967-0022489FD80B,Spain,
F6ABA305-F71E-EE11-9967-0022489FD80B,Spain,
05C6D5F2-F61E-EE11-9966-0022489FD9A7,Spain,
5215CEF8-F61E-EE11-9966-0022489FD9A7,Spain,
D7EAD804-F71E-EE11-9966-0022489FD9A7,Spain,
BAEBD804-F71E-EE11-9966-0022489FD9A7,Spain,
63955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
5C955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
93955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
E7D159FE-F61E-EE11-9966-0022489FDDCE,Spain,
E0D159FE-F61E-EE11-9966-0022489FDDCE,Spain,
63D259FE-F61E-EE11-9966-0022489FDDCE,Spain,
6CD159FE-F61E-EE11-9966-0022489FDDCE,Spain,
1EF3E599-F61E-EE11-9966-0022489FDDEE,Spain,
85F3E599-F61E-EE11-9966-0022489FDDEE,Spain,
14F2E599-F61E-EE11-9966-0022489FDDEE,Spain,
A3BEB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
A798BA00-F71E-EE11-9966-0022489FDDEE,Spain,
AF98BA00-F71E-EE11-9966-0022489FDDEE,Spain,
E998BA00-F71E-EE11-9966-0022489FDDEE,Spain,
BF98BA00-F71E-EE11-9966-0022489FDDEE,Spain,
D89F8568-F61E-EE11-9966-0022489FDE79,Spain,
D6E77298-F61E-EE11-9966-0022489FDE79,Spain,
F00A9EFE-F61E-EE11-9966-0022489FDE79,Spain,
53DA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
B6DA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
EEDA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
772B8802-F71E-EE11-9966-002248A03D2C,Spain,
482C8802-F71E-EE11-9966-002248A03D2C,Spain,
212C8802-F71E-EE11-9966-002248A03D2C,Spain,
972B8802-F71E-EE11-9966-002248A03D2C,Spain,
B6DE8208-F71E-EE11-9966-002248A03D2C,Spain,
EA4A1FB0-C308-F011-BAE3-7C1E5220B567,Spain,
043319EE-57FF-EF11-BAE3-0022489F5D69,Spain,
E952D599-F61E-EE11-9967-000D3A680C8A,Spain,
166241FD-F61E-EE11-9967-000D3A680C8A,Spain,
746241FD-F61E-EE11-9967-000D3A680C8A,Spain,
26C64C03-F71E-EE11-9967-000D3A680C8A,Spain,
596241FD-F61E-EE11-9967-000D3A680C8A,Spain,
AFC64C03-F71E-EE11-9967-000D3A680C8A,Spain,
521A4509-F71E-EE11-9967-000D3A680C8A,Spain,
8597C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
1498C4F3-F61E-EE11-9966-000D3AB11D4F,Spain,
5FE3BCF9-F61E-EE11-9966-000D3AB11D4F,Spain,
BCC14994-F61E-EE11-9966-000D3AB5E4BE,Spain,
03C24994-F61E-EE11-9966-000D3AB5E4BE,Spain,
EBC14994-F61E-EE11-9966-000D3AB5E4BE,Spain,
0AC24994-F61E-EE11-9966-000D3AB5E4BE,Spain,
17C24994-F61E-EE11-9966-000D3AB5E4BE,Spain,
7882449A-F61E-EE11-9966-000D3AB5E4BE,Spain,
2AFDAFF4-F61E-EE11-9966-000D3AB5E4BE,Spain,
A45BA8FA-F61E-EE11-9966-000D3AB5E4BE,Spain,
9D45AA00-F71E-EE11-9966-000D3AB5E4BE,Spain,
CD45AA00-F71E-EE11-9966-000D3AB5E4BE,Spain,
1E2EAC06-F71E-EE11-9966-000D3AB5E4BE,Spain,
D22EAC06-F71E-EE11-9966-000D3AB5E4BE,Spain,
9A9CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
F09CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
D89CE597-F61E-EE11-9966-000D3ADA93B4,Spain,
1E9DE597-F61E-EE11-9966-000D3ADA93B4,Spain,
BF0DB0F2-F61E-EE11-9966-000D3ADA93B4,Spain,
0CFAB004-F71E-EE11-9966-000D3ADA93B4,Spain,
ABF9B004-F71E-EE11-9966-000D3ADA93B4,Spain,
52B5AB0A-F71E-EE11-9966-000D3ADA93B4,Spain,
4CEE9EE8-61CD-ED11-B597-000D3ADA93B4,Spain,
3345DD9A-F61E-EE11-9966-000D3ADF3545,Spain,
C144DD9A-F61E-EE11-9966-000D3ADF3545,Spain,
4989F3FD-F61E-EE11-9966-000D3ADF3545,Spain,
E507DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
BD07DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
4808DBF6-F61E-EE11-9966-0022489D9FCF,Spain,
1146E102-F71E-EE11-9966-0022489D9FCF,Spain,
7C8D4209-F71E-EE11-9966-0022489D9FCF,Spain,
B88D4209-F71E-EE11-9966-0022489D9FCF,Spain,
138E4209-F71E-EE11-9966-0022489D9FCF,Spain,
58C3C398-F61E-EE11-9966-0022489FD093,Spain,
734795F2-F61E-EE11-9966-0022489FD093,Spain,
3CF48FF8-F61E-EE11-9966-0022489FD093,Spain,
E2A08AFE-F61E-EE11-9966-0022489FD093,Spain,
1EA18AFE-F61E-EE11-9966-0022489FD093,Spain,
13EC8204-F71E-EE11-9966-0022489FD093,Spain,
D20E4FE5-61CD-ED11-B597-0022489FD093,Spain,
F6C148D5-F7DE-EF11-8EEA-0022489FD5C9,Spain,
759B18F0-F61E-EE11-9967-0022489FD623,Spain,
499B18F0-F61E-EE11-9967-0022489FD623,Spain,
0A9B18F0-F61E-EE11-9967-0022489FD623,Spain,
0E952AFC-F61E-EE11-9967-0022489FD623,Spain,
820F2D96-F61E-EE11-9967-0022489FD80B,Spain,
F90E2D96-F61E-EE11-9967-0022489FD80B,Spain,
460F2D96-F61E-EE11-9967-0022489FD80B,Spain,
CB5A259C-F61E-EE11-9967-0022489FD80B,Spain,
0D8AFAF1-F61E-EE11-9967-0022489FD80B,Spain,
E489FAF1-F61E-EE11-9967-0022489FD80B,Spain,
50A967F8-F61E-EE11-9967-0022489FD80B,Spain,
64ABA305-F71E-EE11-9967-0022489FD80B,Spain,
7963C6FE-F61E-EE11-9966-0022489FD9A7,Spain,
65EAD804-F71E-EE11-9966-0022489FD9A7,Spain,
3FC62F94-F61E-EE11-9966-0022489FDDCE,Spain,
70955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
78955C9A-F61E-EE11-9966-0022489FDDCE,Spain,
7A744EF8-F61E-EE11-9966-0022489FDDCE,Spain,
99D159FE-F61E-EE11-9966-0022489FDDCE,Spain,
46075E04-F71E-EE11-9966-0022489FDDCE,Spain,
63F2E599-F61E-EE11-9966-0022489FDDEE,Spain,
B2BEB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
44BFB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
DEBEB8FA-F61E-EE11-9966-0022489FDDEE,Spain,
8098BA00-F71E-EE11-9966-0022489FDDEE,Spain,
DBBEA5F8-F61E-EE11-9966-0022489FDE79,Spain,
E90A9EFE-F61E-EE11-9966-0022489FDE79,Spain,
CBB3A10A-F71E-EE11-9966-0022489FDE79,Spain,
964F5097-F61E-EE11-9966-002248A03D2C,Spain,
AA4F5097-F61E-EE11-9966-002248A03D2C,Spain,
CBDA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
94DA8FFC-F61E-EE11-9966-002248A03D2C,Spain,
632C8802-F71E-EE11-9966-002248A03D2C,Spain,
4B6241FD-F61E-EE11-9967-000D3A680C8A,Spain,
B41049F7-F61E-EE11-9967-000D3A680C8A,Spain,
196241FD-F61E-EE11-9967-000D3A680C8A,Spain,
666241FD-F61E-EE11-9967-000D3A680C8A,Spain,
94C64C03-F71E-EE11-9967-000D3A680C8A,Spain,
86C64C03-F71E-EE11-9967-000D3A680C8A,Spain,
