Destination,Region,Group of Regions,Subregion,Week,RT PY,RT CY,PY,CY,Qtr,RT BT,RT FC,key figure,PQ,SQ,4Q,funnel,RT BT Q,RT FC Q,funnel HF,RT CY Q,RT PY Q,funnel Q,funnel HF Q,PQ Q,SQ Q,4Q Q,FC2,FC2 Q,RT FC2,RT FC2 Q
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Afghanistan,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,8.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,9.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,10.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,11.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,12.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,13.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,14.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,8.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,9.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,10.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,11.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,12.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,13.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,14.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,8.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,9.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,10.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,11.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,12.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,13.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,14.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,8.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,9.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,10.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,11.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,12.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,13.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,14.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,1.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,2.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,3.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,4.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,5.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,6.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,7.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,8.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,9.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,10.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,11.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,12.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,13.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,14.0,0.0,,0.0,,Q1,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,15.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,16.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,17.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,18.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,19.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,20.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,21.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,22.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,23.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,24.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,25.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,26.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,27.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,28.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,29.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,30.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,31.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,32.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,33.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,34.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,35.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,36.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,37.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,38.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Kuwait,Gulf,Intercontinental,Middle East & Other Africa,39.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,15.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,16.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,17.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,18.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,19.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,20.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,21.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,22.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,23.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,24.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,25.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,26.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,27.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,28.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,29.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Pakistan,Gulf,Intercontinental,Middle East & Other Africa,30.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,15.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,16.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,17.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,18.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,19.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,20.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,21.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,22.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,23.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,24.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,25.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,26.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,27.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,28.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,29.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,30.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,31.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,32.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,33.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,34.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,35.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,36.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,37.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,38.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Oman,Gulf,Intercontinental,Middle East & Other Africa,39.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,15.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,16.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,17.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,18.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,19.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,20.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,21.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,22.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,23.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,24.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,25.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,26.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,27.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,28.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,29.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,30.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,31.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,32.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,33.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,34.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
Qatar,Gulf,Intercontinental,Middle East & Other Africa,35.0,0.0,,0.0,,Q3,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,15.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,16.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,17.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,18.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,19.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,20.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,21.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,22.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
United Arab Emirates,Gulf,Intercontinental,Middle East & Other Africa,23.0,0.0,,0.0,,Q2,,,Actual,,,,,,,,,0.0,,,,,,,,0.0,0.0
